"District","FIPS","Year","English Learner Status","Variable","Measure Type","Value"
"Old Saybrook School District","900757320","2011-2012","Non-English Language Learner","Four Year Graduation Count","Number","-9999"
"Old Saybrook School District","900757320","2011-2012","English Language Learner","Four Year Graduation Rate","Percent","-9999"
"Old Saybrook School District","900757320","2011-2012","Non-English Language Learner","Four Year Graduation Rate","Percent","-9999"
"Old Saybrook School District","900757320","2011-2012","English Language Learner","Still Enrolled After Four Years Count","Number","-9999"
"Old Saybrook School District","900757320","2011-2012","Non-English Language Learner","Still Enrolled After Four Years Count","Number","-9999"
"Old Saybrook School District","900757320","2011-2012","English Language Learner","Still Enrolled After Four Years Rate","Percent","-9999"
"Old Saybrook School District","900757320","2011-2012","Non-English Language Learner","Still Enrolled After Four Years Rate","Percent","-9999"
"Old Saybrook School District","900757320","2011-2012","English Language Learner","Other Count","Number","-9999"
"Old Saybrook School District","900757320","2011-2012","Non-English Language Learner","Other Count","Number","-9999"
"Old Saybrook School District","900757320","2011-2012","English Language Learner","Other Rate","Percent","-9999"
"Old Saybrook School District","900757320","2011-2012","Non-English Language Learner","Other Rate","Percent","-9999"
"Old Saybrook School District","900757320","2012-2013","English Language Learner","Total Cohort Count","Number","-9999"
"Old Saybrook School District","900757320","2012-2013","Non-English Language Learner","Total Cohort Count","Number","-9999"
"Old Saybrook School District","900757320","2012-2013","English Language Learner","Four Year Graduation Count","Number","-9999"
"Old Saybrook School District","900757320","2012-2013","Non-English Language Learner","Four Year Graduation Count","Number","-9999"
"Old Saybrook School District","900757320","2012-2013","English Language Learner","Four Year Graduation Rate","Percent","-9999"
"Old Saybrook School District","900757320","2012-2013","Non-English Language Learner","Four Year Graduation Rate","Percent","-9999"
"Old Saybrook School District","900757320","2012-2013","English Language Learner","Still Enrolled After Four Years Count","Number","-9999"
"Old Saybrook School District","900757320","2012-2013","Non-English Language Learner","Still Enrolled After Four Years Count","Number","-9999"
"Old Saybrook School District","900757320","2012-2013","English Language Learner","Still Enrolled After Four Years Rate","Percent","-9999"
"Old Saybrook School District","900757320","2012-2013","Non-English Language Learner","Still Enrolled After Four Years Rate","Percent","-9999"
"Old Saybrook School District","900757320","2012-2013","English Language Learner","Other Count","Number","-9999"
"Old Saybrook School District","900757320","2012-2013","Non-English Language Learner","Other Count","Number","-9999"
"Old Saybrook School District","900757320","2012-2013","English Language Learner","Other Rate","Percent","-9999"
"Old Saybrook School District","900757320","2012-2013","Non-English Language Learner","Other Rate","Percent","-9999"
"Old Saybrook School District","900757320","2013-2014","English Language Learner","Total Cohort Count","Number","-9999"
"Old Saybrook School District","900757320","2013-2014","Non-English Language Learner","Total Cohort Count","Number","-9999"
"Old Saybrook School District","900757320","2013-2014","English Language Learner","Four Year Graduation Count","Number","-9999"
"Old Saybrook School District","900757320","2013-2014","Non-English Language Learner","Four Year Graduation Count","Number","-9999"
"Old Saybrook School District","900757320","2013-2014","English Language Learner","Four Year Graduation Rate","Percent","-9999"
"Old Saybrook School District","900757320","2013-2014","Non-English Language Learner","Four Year Graduation Rate","Percent","-9999"
"Old Saybrook School District","900757320","2013-2014","English Language Learner","Still Enrolled After Four Years Count","Number","-9999"
"Old Saybrook School District","900757320","2013-2014","Non-English Language Learner","Still Enrolled After Four Years Count","Number","-9999"
"Old Saybrook School District","900757320","2013-2014","English Language Learner","Still Enrolled After Four Years Rate","Percent","-9999"
"Old Saybrook School District","900757320","2013-2014","Non-English Language Learner","Still Enrolled After Four Years Rate","Percent","-9999"
"Old Saybrook School District","900757320","2013-2014","English Language Learner","Other Count","Number","-9999"
"Old Saybrook School District","900757320","2013-2014","Non-English Language Learner","Other Count","Number","-9999"
"Old Saybrook School District","900757320","2013-2014","English Language Learner","Other Rate","Percent","-9999"
"Old Saybrook School District","900757320","2013-2014","Non-English Language Learner","Other Rate","Percent","-9999"
"Old Saybrook School District","900757320","2014-2015","English Language Learner","Total Cohort Count","Number","-9999"
"Old Saybrook School District","900757320","2014-2015","Non-English Language Learner","Total Cohort Count","Number","-9999"
"Old Saybrook School District","900757320","2014-2015","English Language Learner","Four Year Graduation Count","Number","-9999"
"Old Saybrook School District","900757320","2014-2015","Non-English Language Learner","Four Year Graduation Count","Number","-9999"
"Old Saybrook School District","900757320","2014-2015","English Language Learner","Four Year Graduation Rate","Percent","-9999"
"Old Saybrook School District","900757320","2014-2015","Non-English Language Learner","Four Year Graduation Rate","Percent","-9999"
"Old Saybrook School District","900757320","2014-2015","English Language Learner","Still Enrolled After Four Years Count","Number","-9999"
"Old Saybrook School District","900757320","2014-2015","Non-English Language Learner","Still Enrolled After Four Years Count","Number","-9999"
"Old Saybrook School District","900757320","2014-2015","English Language Learner","Still Enrolled After Four Years Rate","Percent","-9999"
"Old Saybrook School District","900757320","2014-2015","Non-English Language Learner","Still Enrolled After Four Years Rate","Percent","-9999"
"Old Saybrook School District","900757320","2014-2015","English Language Learner","Other Count","Number","-9999"
"Old Saybrook School District","900757320","2014-2015","Non-English Language Learner","Other Count","Number","-9999"
"Old Saybrook School District","900757320","2014-2015","English Language Learner","Other Rate","Percent","-9999"
"Old Saybrook School District","900757320","2014-2015","Non-English Language Learner","Other Rate","Percent","-9999"
"Old Saybrook School District","","2015-2016","English Language Learner","Total Cohort Count","Number","-6666"
"Old Saybrook School District","","2015-2016","Non-English Language Learner","Total Cohort Count","Number","-6666"
"Old Saybrook School District","","2015-2016","English Language Learner","Four Year Graduation Count","Number","-6666"
"Old Saybrook School District","","2015-2016","Non-English Language Learner","Four Year Graduation Count","Number","-6666"
"Old Saybrook School District","","2015-2016","English Language Learner","Four Year Graduation Rate","Percent","-6666"
"Old Saybrook School District","","2015-2016","Non-English Language Learner","Four Year Graduation Rate","Percent","-6666"
"Old Saybrook School District","","2015-2016","English Language Learner","Still Enrolled After Four Years Count","Number","-6666"
"Old Saybrook School District","","2015-2016","Non-English Language Learner","Still Enrolled After Four Years Count","Number","-6666"
"Old Saybrook School District","","2015-2016","English Language Learner","Still Enrolled After Four Years Rate","Percent","-6666"
"Old Saybrook School District","","2015-2016","Non-English Language Learner","Still Enrolled After Four Years Rate","Percent","-6666"
"Old Saybrook School District","","2015-2016","English Language Learner","Other Count","Number","-6666"
"Old Saybrook School District","","2015-2016","Non-English Language Learner","Other Count","Number","-6666"
"Old Saybrook School District","","2015-2016","English Language Learner","Other Rate","Percent","-6666"
"Old Saybrook School District","","2015-2016","Non-English Language Learner","Other Rate","Percent","-6666"
"Orange School District","","2010-2011","English Language Learner","Total Cohort Count","Number","-6666"
"Orange School District","","2010-2011","Non-English Language Learner","Total Cohort Count","Number","-6666"
"Orange School District","","2010-2011","English Language Learner","Four Year Graduation Count","Number","-6666"
"Orange School District","","2010-2011","Non-English Language Learner","Four Year Graduation Count","Number","-6666"
"Orange School District","","2010-2011","English Language Learner","Four Year Graduation Rate","Percent","-6666"
"Orange School District","","2010-2011","Non-English Language Learner","Four Year Graduation Rate","Percent","-6666"
"Orange School District","","2010-2011","English Language Learner","Still Enrolled After Four Years Count","Number","-6666"
"Orange School District","","2010-2011","Non-English Language Learner","Still Enrolled After Four Years Count","Number","-6666"
"Orange School District","","2010-2011","English Language Learner","Still Enrolled After Four Years Rate","Percent","-6666"
"Orange School District","","2010-2011","Non-English Language Learner","Still Enrolled After Four Years Rate","Percent","-6666"
"Orange School District","","2010-2011","English Language Learner","Other Count","Number","-6666"
"Orange School District","","2010-2011","Non-English Language Learner","Other Count","Number","-6666"
"Orange School District","","2010-2011","English Language Learner","Other Rate","Percent","-6666"
"Orange School District","","2010-2011","Non-English Language Learner","Other Rate","Percent","-6666"
"Orange School District","","2011-2012","English Language Learner","Total Cohort Count","Number","-6666"
"Orange School District","","2011-2012","Non-English Language Learner","Total Cohort Count","Number","-6666"
"Orange School District","","2011-2012","English Language Learner","Four Year Graduation Count","Number","-6666"
"Orange School District","","2011-2012","Non-English Language Learner","Four Year Graduation Count","Number","-6666"
"Orange School District","","2011-2012","English Language Learner","Four Year Graduation Rate","Percent","-6666"
"Orange School District","","2011-2012","Non-English Language Learner","Four Year Graduation Rate","Percent","-6666"
"Orange School District","","2011-2012","English Language Learner","Still Enrolled After Four Years Count","Number","-6666"
"Orange School District","","2011-2012","Non-English Language Learner","Still Enrolled After Four Years Count","Number","-6666"
"Orange School District","","2011-2012","English Language Learner","Still Enrolled After Four Years Rate","Percent","-6666"
"Orange School District","","2011-2012","Non-English Language Learner","Still Enrolled After Four Years Rate","Percent","-6666"
"Orange School District","","2011-2012","English Language Learner","Other Count","Number","-6666"
"Orange School District","","2011-2012","Non-English Language Learner","Other Count","Number","-6666"
"Orange School District","","2011-2012","English Language Learner","Other Rate","Percent","-6666"
"Orange School District","","2011-2012","Non-English Language Learner","Other Rate","Percent","-6666"
"Orange School District","","2012-2013","English Language Learner","Total Cohort Count","Number","-6666"
"Orange School District","","2012-2013","Non-English Language Learner","Total Cohort Count","Number","-6666"
"Orange School District","","2012-2013","English Language Learner","Four Year Graduation Count","Number","-6666"
"Orange School District","","2012-2013","Non-English Language Learner","Four Year Graduation Count","Number","-6666"
"Orange School District","","2012-2013","English Language Learner","Four Year Graduation Rate","Percent","-6666"
"Orange School District","","2012-2013","Non-English Language Learner","Four Year Graduation Rate","Percent","-6666"
"Orange School District","","2012-2013","English Language Learner","Still Enrolled After Four Years Count","Number","-6666"
"Orange School District","","2012-2013","Non-English Language Learner","Still Enrolled After Four Years Count","Number","-6666"
"Orange School District","","2012-2013","English Language Learner","Still Enrolled After Four Years Rate","Percent","-6666"
"Orange School District","","2012-2013","Non-English Language Learner","Still Enrolled After Four Years Rate","Percent","-6666"
"Orange School District","","2012-2013","English Language Learner","Other Count","Number","-6666"
"Orange School District","","2012-2013","Non-English Language Learner","Other Count","Number","-6666"
"Orange School District","","2012-2013","English Language Learner","Other Rate","Percent","-6666"
"Orange School District","","2012-2013","Non-English Language Learner","Other Rate","Percent","-6666"
"Orange School District","","2013-2014","English Language Learner","Total Cohort Count","Number","-6666"
"Orange School District","","2013-2014","Non-English Language Learner","Total Cohort Count","Number","-6666"
"Orange School District","","2013-2014","English Language Learner","Four Year Graduation Count","Number","-6666"
"Orange School District","","2013-2014","Non-English Language Learner","Four Year Graduation Count","Number","-6666"
"Orange School District","","2013-2014","English Language Learner","Four Year Graduation Rate","Percent","-6666"
"Orange School District","","2013-2014","Non-English Language Learner","Four Year Graduation Rate","Percent","-6666"
"Orange School District","","2013-2014","English Language Learner","Still Enrolled After Four Years Count","Number","-6666"
"Orange School District","","2013-2014","Non-English Language Learner","Still Enrolled After Four Years Count","Number","-6666"
"Orange School District","","2013-2014","English Language Learner","Still Enrolled After Four Years Rate","Percent","-6666"
"Orange School District","","2013-2014","Non-English Language Learner","Still Enrolled After Four Years Rate","Percent","-6666"
"Orange School District","","2013-2014","English Language Learner","Other Count","Number","-6666"
"Orange School District","","2013-2014","Non-English Language Learner","Other Count","Number","-6666"
"Orange School District","","2013-2014","English Language Learner","Other Rate","Percent","-6666"
"Orange School District","","2013-2014","Non-English Language Learner","Other Rate","Percent","-6666"
"Orange School District","","2014-2015","English Language Learner","Total Cohort Count","Number","-6666"
"Orange School District","","2014-2015","Non-English Language Learner","Total Cohort Count","Number","-6666"
"Orange School District","","2014-2015","English Language Learner","Four Year Graduation Count","Number","-6666"
"Orange School District","","2014-2015","Non-English Language Learner","Four Year Graduation Count","Number","-6666"
"Orange School District","","2014-2015","English Language Learner","Four Year Graduation Rate","Percent","-6666"
"Orange School District","","2014-2015","Non-English Language Learner","Four Year Graduation Rate","Percent","-6666"
"Orange School District","","2014-2015","English Language Learner","Still Enrolled After Four Years Count","Number","-6666"
"Orange School District","","2014-2015","Non-English Language Learner","Still Enrolled After Four Years Count","Number","-6666"
"Orange School District","","2014-2015","English Language Learner","Still Enrolled After Four Years Rate","Percent","-6666"
"Orange School District","","2014-2015","Non-English Language Learner","Still Enrolled After Four Years Rate","Percent","-6666"
"Orange School District","","2014-2015","English Language Learner","Other Count","Number","-6666"
"Orange School District","","2014-2015","Non-English Language Learner","Other Count","Number","-6666"
"Orange School District","","2014-2015","English Language Learner","Other Rate","Percent","-6666"
"Orange School District","","2014-2015","Non-English Language Learner","Other Rate","Percent","-6666"
"Orange School District","","2015-2016","English Language Learner","Total Cohort Count","Number","-6666"
"Orange School District","","2015-2016","Non-English Language Learner","Total Cohort Count","Number","-6666"
"Orange School District","","2015-2016","English Language Learner","Four Year Graduation Count","Number","-6666"
"Orange School District","","2015-2016","Non-English Language Learner","Four Year Graduation Count","Number","-6666"
"Orange School District","","2015-2016","English Language Learner","Four Year Graduation Rate","Percent","-6666"
"Orange School District","","2015-2016","Non-English Language Learner","Four Year Graduation Rate","Percent","-6666"
"Orange School District","","2015-2016","English Language Learner","Still Enrolled After Four Years Count","Number","-6666"
"Orange School District","","2015-2016","Non-English Language Learner","Still Enrolled After Four Years Count","Number","-6666"
"Orange School District","","2015-2016","English Language Learner","Still Enrolled After Four Years Rate","Percent","-6666"
"Orange School District","","2015-2016","Non-English Language Learner","Still Enrolled After Four Years Rate","Percent","-6666"
"Orange School District","","2015-2016","English Language Learner","Other Count","Number","-6666"
"Orange School District","","2015-2016","Non-English Language Learner","Other Count","Number","-6666"
"Orange School District","","2015-2016","English Language Learner","Other Rate","Percent","-6666"
"Orange School District","","2015-2016","Non-English Language Learner","Other Rate","Percent","-6666"
"Oxford School District","","2010-2011","English Language Learner","Total Cohort Count","Number","-6666"
"Oxford School District","900958300","2010-2011","Non-English Language Learner","Total Cohort Count","Number","155"
"Oxford School District","","2010-2011","English Language Learner","Four Year Graduation Count","Number","-6666"
"Oxford School District","900958300","2010-2011","Non-English Language Learner","Four Year Graduation Count","Number","147"
"Oxford School District","","2010-2011","English Language Learner","Four Year Graduation Rate","Percent","-6666"
"Oxford School District","900958300","2010-2011","Non-English Language Learner","Four Year Graduation Rate","Percent","94.8"
"Oxford School District","","2010-2011","English Language Learner","Still Enrolled After Four Years Count","Number","-6666"
"Oxford School District","900958300","2010-2011","Non-English Language Learner","Still Enrolled After Four Years Count","Number","-9999"
"Oxford School District","","2010-2011","English Language Learner","Still Enrolled After Four Years Rate","Percent","-6666"
"Oxford School District","900958300","2010-2011","Non-English Language Learner","Still Enrolled After Four Years Rate","Percent","-9999"
"Oxford School District","","2010-2011","English Language Learner","Other Count","Number","-6666"
"Oxford School District","900958300","2010-2011","Non-English Language Learner","Other Count","Number","-9999"
"Oxford School District","","2010-2011","English Language Learner","Other Rate","Percent","-6666"
"Oxford School District","900958300","2010-2011","Non-English Language Learner","Other Rate","Percent","-9999"
"Oxford School District","","2011-2012","English Language Learner","Total Cohort Count","Number","-6666"
"Oxford School District","900958300","2011-2012","Non-English Language Learner","Total Cohort Count","Number","146"
"Oxford School District","","2011-2012","English Language Learner","Four Year Graduation Count","Number","-6666"
"Oxford School District","900958300","2011-2012","Non-English Language Learner","Four Year Graduation Count","Number","134"
"Oxford School District","","2011-2012","English Language Learner","Four Year Graduation Rate","Percent","-6666"
"Oxford School District","900958300","2011-2012","Non-English Language Learner","Four Year Graduation Rate","Percent","91.8"
"Oxford School District","","2011-2012","English Language Learner","Still Enrolled After Four Years Count","Number","-6666"
"Oxford School District","900958300","2011-2012","Non-English Language Learner","Still Enrolled After Four Years Count","Number","-9999"
"Oxford School District","","2011-2012","English Language Learner","Still Enrolled After Four Years Rate","Percent","-6666"
"Oxford School District","900958300","2011-2012","Non-English Language Learner","Still Enrolled After Four Years Rate","Percent","-9999"
"Oxford School District","","2011-2012","English Language Learner","Other Count","Number","-6666"
"Oxford School District","900958300","2011-2012","Non-English Language Learner","Other Count","Number","-9999"
"Oxford School District","","2011-2012","English Language Learner","Other Rate","Percent","-6666"
"Oxford School District","900958300","2011-2012","Non-English Language Learner","Other Rate","Percent","-9999"
"Oxford School District","900958300","2012-2013","English Language Learner","Total Cohort Count","Number","-9999"
"Oxford School District","900958300","2012-2013","Non-English Language Learner","Total Cohort Count","Number","-9999"
"Oxford School District","900958300","2012-2013","English Language Learner","Four Year Graduation Count","Number","-9999"
"Oxford School District","900958300","2012-2013","Non-English Language Learner","Four Year Graduation Count","Number","-9999"
"Oxford School District","900958300","2012-2013","English Language Learner","Four Year Graduation Rate","Percent","-9999"
"Oxford School District","900958300","2012-2013","Non-English Language Learner","Four Year Graduation Rate","Percent","-9999"
"Oxford School District","900958300","2012-2013","English Language Learner","Still Enrolled After Four Years Count","Number","-9999"
"Oxford School District","900958300","2012-2013","Non-English Language Learner","Still Enrolled After Four Years Count","Number","-9999"
"Oxford School District","900958300","2012-2013","English Language Learner","Still Enrolled After Four Years Rate","Percent","-9999"
"Oxford School District","900958300","2012-2013","Non-English Language Learner","Still Enrolled After Four Years Rate","Percent","-9999"
"Oxford School District","900958300","2012-2013","English Language Learner","Other Count","Number","-9999"
"Oxford School District","900958300","2012-2013","Non-English Language Learner","Other Count","Number","-9999"
"Oxford School District","900958300","2012-2013","English Language Learner","Other Rate","Percent","-9999"
"Oxford School District","900958300","2012-2013","Non-English Language Learner","Other Rate","Percent","-9999"
"Oxford School District","900958300","2013-2014","English Language Learner","Total Cohort Count","Number","-9999"
"Oxford School District","900958300","2013-2014","Non-English Language Learner","Total Cohort Count","Number","-9999"
"Oxford School District","900958300","2013-2014","English Language Learner","Four Year Graduation Count","Number","-9999"
"Oxford School District","900958300","2013-2014","Non-English Language Learner","Four Year Graduation Count","Number","-9999"
"Oxford School District","900958300","2013-2014","English Language Learner","Four Year Graduation Rate","Percent","-9999"
"Oxford School District","900958300","2013-2014","Non-English Language Learner","Four Year Graduation Rate","Percent","-9999"
"Oxford School District","900958300","2013-2014","English Language Learner","Still Enrolled After Four Years Count","Number","-9999"
"Oxford School District","900958300","2013-2014","Non-English Language Learner","Still Enrolled After Four Years Count","Number","-9999"
"Oxford School District","900958300","2013-2014","English Language Learner","Still Enrolled After Four Years Rate","Percent","-9999"
"Oxford School District","900958300","2013-2014","Non-English Language Learner","Still Enrolled After Four Years Rate","Percent","-9999"
"Oxford School District","900958300","2013-2014","English Language Learner","Other Count","Number","-9999"
"Oxford School District","900958300","2013-2014","Non-English Language Learner","Other Count","Number","-9999"
"Oxford School District","900958300","2013-2014","English Language Learner","Other Rate","Percent","-9999"
"Oxford School District","900958300","2013-2014","Non-English Language Learner","Other Rate","Percent","-9999"
"Oxford School District","900958300","2014-2015","English Language Learner","Total Cohort Count","Number","-9999"
"Oxford School District","900958300","2014-2015","Non-English Language Learner","Total Cohort Count","Number","-9999"
"Oxford School District","900958300","2014-2015","English Language Learner","Four Year Graduation Count","Number","-9999"
"Oxford School District","900958300","2014-2015","Non-English Language Learner","Four Year Graduation Count","Number","-9999"
"Oxford School District","900958300","2014-2015","English Language Learner","Four Year Graduation Rate","Percent","-9999"
"Oxford School District","900958300","2014-2015","Non-English Language Learner","Four Year Graduation Rate","Percent","-9999"
"Oxford School District","900958300","2014-2015","English Language Learner","Still Enrolled After Four Years Count","Number","-9999"
"Oxford School District","900958300","2014-2015","Non-English Language Learner","Still Enrolled After Four Years Count","Number","-9999"
"Oxford School District","900958300","2014-2015","English Language Learner","Still Enrolled After Four Years Rate","Percent","-9999"
"Oxford School District","900958300","2014-2015","Non-English Language Learner","Still Enrolled After Four Years Rate","Percent","-9999"
"Oxford School District","900958300","2014-2015","English Language Learner","Other Count","Number","-9999"
"Oxford School District","900958300","2014-2015","Non-English Language Learner","Other Count","Number","-9999"
"Oxford School District","900958300","2014-2015","English Language Learner","Other Rate","Percent","-9999"
"Oxford School District","900958300","2014-2015","Non-English Language Learner","Other Rate","Percent","-9999"
"Oxford School District","","2015-2016","English Language Learner","Total Cohort Count","Number","-6666"
"Oxford School District","","2015-2016","Non-English Language Learner","Total Cohort Count","Number","-6666"
"Oxford School District","","2015-2016","English Language Learner","Four Year Graduation Count","Number","-6666"
"Oxford School District","","2015-2016","Non-English Language Learner","Four Year Graduation Count","Number","-6666"
"Oxford School District","","2015-2016","English Language Learner","Four Year Graduation Rate","Percent","-6666"
"Oxford School District","","2015-2016","Non-English Language Learner","Four Year Graduation Rate","Percent","-6666"
"Oxford School District","","2015-2016","English Language Learner","Still Enrolled After Four Years Count","Number","-6666"
"Oxford School District","","2015-2016","Non-English Language Learner","Still Enrolled After Four Years Count","Number","-6666"
"Oxford School District","","2015-2016","English Language Learner","Still Enrolled After Four Years Rate","Percent","-6666"
"Oxford School District","","2015-2016","Non-English Language Learner","Still Enrolled After Four Years Rate","Percent","-6666"
"Oxford School District","","2015-2016","English Language Learner","Other Count","Number","-6666"
"Oxford School District","","2015-2016","Non-English Language Learner","Other Count","Number","-6666"
"Oxford School District","","2015-2016","English Language Learner","Other Rate","Percent","-6666"
"Oxford School District","","2015-2016","Non-English Language Learner","Other Rate","Percent","-6666"
"Park City Prep Charter School District","","2010-2011","English Language Learner","Total Cohort Count","Number","-6666"
"Park City Prep Charter School District","","2010-2011","Non-English Language Learner","Total Cohort Count","Number","-6666"
"Park City Prep Charter School District","","2010-2011","English Language Learner","Four Year Graduation Count","Number","-6666"
"Park City Prep Charter School District","","2010-2011","Non-English Language Learner","Four Year Graduation Count","Number","-6666"
"Park City Prep Charter School District","","2010-2011","English Language Learner","Four Year Graduation Rate","Percent","-6666"
"Park City Prep Charter School District","","2010-2011","Non-English Language Learner","Four Year Graduation Rate","Percent","-6666"
"Park City Prep Charter School District","","2010-2011","English Language Learner","Still Enrolled After Four Years Count","Number","-6666"
"Park City Prep Charter School District","","2010-2011","Non-English Language Learner","Still Enrolled After Four Years Count","Number","-6666"
"Park City Prep Charter School District","","2010-2011","English Language Learner","Still Enrolled After Four Years Rate","Percent","-6666"
"Park City Prep Charter School District","","2010-2011","Non-English Language Learner","Still Enrolled After Four Years Rate","Percent","-6666"
"Park City Prep Charter School District","","2010-2011","English Language Learner","Other Count","Number","-6666"
"Park City Prep Charter School District","","2010-2011","Non-English Language Learner","Other Count","Number","-6666"
"Park City Prep Charter School District","","2010-2011","English Language Learner","Other Rate","Percent","-6666"
"Park City Prep Charter School District","","2010-2011","Non-English Language Learner","Other Rate","Percent","-6666"
"Park City Prep Charter School District","","2011-2012","English Language Learner","Total Cohort Count","Number","-6666"
"Park City Prep Charter School District","","2011-2012","Non-English Language Learner","Total Cohort Count","Number","-6666"
"Park City Prep Charter School District","","2011-2012","English Language Learner","Four Year Graduation Count","Number","-6666"
"Park City Prep Charter School District","","2011-2012","Non-English Language Learner","Four Year Graduation Count","Number","-6666"
"Park City Prep Charter School District","","2011-2012","English Language Learner","Four Year Graduation Rate","Percent","-6666"
"Park City Prep Charter School District","","2011-2012","Non-English Language Learner","Four Year Graduation Rate","Percent","-6666"
"Park City Prep Charter School District","","2011-2012","English Language Learner","Still Enrolled After Four Years Count","Number","-6666"
"Park City Prep Charter School District","","2011-2012","Non-English Language Learner","Still Enrolled After Four Years Count","Number","-6666"
"Park City Prep Charter School District","","2011-2012","English Language Learner","Still Enrolled After Four Years Rate","Percent","-6666"
"Park City Prep Charter School District","","2011-2012","Non-English Language Learner","Still Enrolled After Four Years Rate","Percent","-6666"
"Park City Prep Charter School District","","2011-2012","English Language Learner","Other Count","Number","-6666"
"Park City Prep Charter School District","","2011-2012","Non-English Language Learner","Other Count","Number","-6666"
"Park City Prep Charter School District","","2011-2012","English Language Learner","Other Rate","Percent","-6666"
"Park City Prep Charter School District","","2011-2012","Non-English Language Learner","Other Rate","Percent","-6666"
"Park City Prep Charter School District","","2012-2013","English Language Learner","Total Cohort Count","Number","-6666"
"Park City Prep Charter School District","","2012-2013","Non-English Language Learner","Total Cohort Count","Number","-6666"
"Park City Prep Charter School District","","2012-2013","English Language Learner","Four Year Graduation Count","Number","-6666"
"Park City Prep Charter School District","","2012-2013","Non-English Language Learner","Four Year Graduation Count","Number","-6666"
"Park City Prep Charter School District","","2012-2013","English Language Learner","Four Year Graduation Rate","Percent","-6666"
"Park City Prep Charter School District","","2012-2013","Non-English Language Learner","Four Year Graduation Rate","Percent","-6666"
"Park City Prep Charter School District","","2012-2013","English Language Learner","Still Enrolled After Four Years Count","Number","-6666"
"Park City Prep Charter School District","","2012-2013","Non-English Language Learner","Still Enrolled After Four Years Count","Number","-6666"
"Park City Prep Charter School District","","2012-2013","English Language Learner","Still Enrolled After Four Years Rate","Percent","-6666"
"Park City Prep Charter School District","","2012-2013","Non-English Language Learner","Still Enrolled After Four Years Rate","Percent","-6666"
"Park City Prep Charter School District","","2012-2013","English Language Learner","Other Count","Number","-6666"
"Park City Prep Charter School District","","2012-2013","Non-English Language Learner","Other Count","Number","-6666"
"Park City Prep Charter School District","","2012-2013","English Language Learner","Other Rate","Percent","-6666"
"Park City Prep Charter School District","","2012-2013","Non-English Language Learner","Other Rate","Percent","-6666"
"Park City Prep Charter School District","","2013-2014","English Language Learner","Total Cohort Count","Number","-6666"
"Park City Prep Charter School District","","2013-2014","Non-English Language Learner","Total Cohort Count","Number","-6666"
"Park City Prep Charter School District","","2013-2014","English Language Learner","Four Year Graduation Count","Number","-6666"
"Park City Prep Charter School District","","2013-2014","Non-English Language Learner","Four Year Graduation Count","Number","-6666"
"Park City Prep Charter School District","","2013-2014","English Language Learner","Four Year Graduation Rate","Percent","-6666"
"Park City Prep Charter School District","","2013-2014","Non-English Language Learner","Four Year Graduation Rate","Percent","-6666"
"Park City Prep Charter School District","","2013-2014","English Language Learner","Still Enrolled After Four Years Count","Number","-6666"
"Park City Prep Charter School District","","2013-2014","Non-English Language Learner","Still Enrolled After Four Years Count","Number","-6666"
"Park City Prep Charter School District","","2013-2014","English Language Learner","Still Enrolled After Four Years Rate","Percent","-6666"
"Park City Prep Charter School District","","2013-2014","Non-English Language Learner","Still Enrolled After Four Years Rate","Percent","-6666"
"Park City Prep Charter School District","","2013-2014","English Language Learner","Other Count","Number","-6666"
"Park City Prep Charter School District","","2013-2014","Non-English Language Learner","Other Count","Number","-6666"
"Park City Prep Charter School District","","2013-2014","English Language Learner","Other Rate","Percent","-6666"
"Park City Prep Charter School District","","2013-2014","Non-English Language Learner","Other Rate","Percent","-6666"
"Park City Prep Charter School District","","2014-2015","English Language Learner","Total Cohort Count","Number","-6666"
"Park City Prep Charter School District","","2014-2015","Non-English Language Learner","Total Cohort Count","Number","-6666"
"Park City Prep Charter School District","","2014-2015","English Language Learner","Four Year Graduation Count","Number","-6666"
"Park City Prep Charter School District","","2014-2015","Non-English Language Learner","Four Year Graduation Count","Number","-6666"
"Park City Prep Charter School District","","2014-2015","English Language Learner","Four Year Graduation Rate","Percent","-6666"
"Park City Prep Charter School District","","2014-2015","Non-English Language Learner","Four Year Graduation Rate","Percent","-6666"
"Park City Prep Charter School District","","2014-2015","English Language Learner","Still Enrolled After Four Years Count","Number","-6666"
"Park City Prep Charter School District","","2014-2015","Non-English Language Learner","Still Enrolled After Four Years Count","Number","-6666"
"Park City Prep Charter School District","","2014-2015","English Language Learner","Still Enrolled After Four Years Rate","Percent","-6666"
"Park City Prep Charter School District","","2014-2015","Non-English Language Learner","Still Enrolled After Four Years Rate","Percent","-6666"
"Park City Prep Charter School District","","2014-2015","English Language Learner","Other Count","Number","-6666"
"Park City Prep Charter School District","","2014-2015","Non-English Language Learner","Other Count","Number","-6666"
"Park City Prep Charter School District","","2014-2015","English Language Learner","Other Rate","Percent","-6666"
"Park City Prep Charter School District","","2014-2015","Non-English Language Learner","Other Rate","Percent","-6666"
"Park City Prep Charter School District","","2015-2016","English Language Learner","Total Cohort Count","Number","-6666"
"Park City Prep Charter School District","","2015-2016","Non-English Language Learner","Total Cohort Count","Number","-6666"
"Park City Prep Charter School District","","2015-2016","English Language Learner","Four Year Graduation Count","Number","-6666"
"Park City Prep Charter School District","","2015-2016","Non-English Language Learner","Four Year Graduation Count","Number","-6666"
